lastPrice,bidCall,askCall,change,%change,Volume,OpenInterest,impliedVolatility,STRIKE,TIME,lastPrice,bidPut,askPut,change,%change,Volume,OpenInterest,impliedVolatility
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,4 ,792 ,15.24% ,543.0,11:43:21
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,4 ,792 ,15.24% ,543.0,11:45:20
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:35:51
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:36:51
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:37:50
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:38:50
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:39:50
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:40:49
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:41:49
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:42:48
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:43:48
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:44:48
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:45:48
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:46:47
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.24% ,543.0,12:47:47
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:48:47
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,15.04% ,543.0,12:49:47
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:50:47
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:51:47
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:52:46
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,5 ,792 ,14.84% ,543.0,12:53:46
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,9 ,792 ,14.84% ,543.0,12:54:46
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,9 ,792 ,14.84% ,543.0,12:55:46
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,9 ,792 ,14.84% ,543.0,12:56:45
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,9 ,792 ,14.84% ,543.0,12:57:45
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,9 ,792 ,14.84% ,543.0,12:58:45
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,15.04% ,543.0,12:59:45
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,15.24% ,543.0,13:00:45
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,15.04% ,543.0,13:01:44
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:02:45
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:03:44
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:04:44
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:05:44
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.45% ,543.0,13:06:44
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:07:44
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:08:43
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:09:43
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.84% ,543.0,13:10:43
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.65% ,543.0,13:11:42
0.01 ,0.00 ,0.01 ,0.00 ,0.00% ,10 ,792 ,14.65% ,543.0,13:12:42
